DataSet,psnr,ssim
Set5,28.590914111072436,0.8330874443054199
Set14,25.466838263513882,0.7302940140167872
BSD100,25.63403102104797,0.6976730674505234
Urban100,23.463270751496896,0.7198022925853729
SunHays80,No data,No data
